village_id,ndvi_2019,ndvi_2024,ndvi_delta,ndvi_delta_abs
VIL025647,0.4334,0.4647,0.0312,0.0312
VIL025648,0.7482,0.7212,-0.027,0.027
VIL025649,0.5621,0.4955,-0.0666,0.0666
VIL025650,0.3491,0.4623,0.1132,0.1132
VIL025651,0.2043,0.3299,0.1256,0.1256
VIL025652,0.733,0.7605,0.0275,0.0275
VIL025653,0.4462,0.558,0.1118,0.1118
VIL025654,0.2983,0.3242,0.0259,0.0259
VIL025655,0.5533,0.6038,0.0505,0.0505
VIL025656,0.5426,0.7229,0.1803,0.1803
VIL025657,0.3916,0.5332,0.1416,0.1416
VIL025658,0.4367,0.493,0.0563,0.0563
VIL025659,0.5358,0.5563,0.0205,0.0205
VIL025660,0.3598,0.342,-0.0178,0.0178
VIL025661,0.521,0.4454,-0.0756,0.0756
VIL025662,0.457,0.4152,-0.0418,0.0418
VIL025663,0.7393,0.8611,0.1218,0.1218
VIL025664,0.5533,0.644,0.0907,0.0907
VIL025665,0.5441,0.5866,0.0425,0.0425
VIL025666,0.2432,0.2506,0.0074,0.0074
VIL025667,0.5354,0.5322,-0.0032,0.0032
VIL025668,0.7276,0.5589,-0.1687,0.1687
VIL025669,0.5571,0.4815,-0.0756,0.0756
VIL025670,0.2466,0.2651,0.0185,0.0185
VIL025671,0.4035,0.5018,0.0983,0.0983
VIL025672,0.4152,0.5446,0.1294,0.1294
VIL025673,0.327,0.2528,-0.0742,0.0742
VIL025674,0.4191,0.3108,-0.1083,0.1083
VIL025675,0.2819,0.243,-0.0388,0.0388
VIL025676,0.6608,0.6739,0.0131,0.0131
VIL025677,0.4149,0.362,-0.0529,0.0529
VIL025678,0.4942,0.4924,-0.0018,0.0018
VIL025679,0.2114,0.1551,-0.0563,0.0563
VIL025680,0.3569,0.2641,-0.0928,0.0928
VIL025681,0.6304,0.7094,0.079,0.079
VIL025682,0.3863,0.3222,-0.0642,0.0642
VIL025683,0.6314,0.7702,0.1387,0.1387
VIL025684,0.3535,0.3346,-0.0189,0.0189
VIL025685,0.705,0.7674,0.0624,0.0624
VIL025686,0.7183,0.8457,0.1274,0.1274
VIL025687,0.2173,0.2901,0.0728,0.0728
VIL025688,0.6295,0.6516,0.0221,0.0221
VIL025689,0.6399,0.7118,0.0719,0.0719
VIL025690,0.4552,0.605,0.1498,0.1498
VIL025691,0.2339,0.4062,0.1722,0.1722
VIL025692,0.5086,0.6125,0.104,0.104
VIL025693,0.4927,0.485,-0.0077,0.0077
VIL025694,0.3355,0.3452,0.0098,0.0098
VIL025695,0.4598,0.4414,-0.0183,0.0183
VIL025696,0.4464,0.4669,0.0205,0.0205
VIL025697,0.3035,0.2766,-0.0269,0.0269
VIL025698,0.7458,0.9,0.1542,0.1542
VIL025699,0.3006,0.3102,0.0096,0.0096
VIL025700,0.7331,0.6413,-0.0918,0.0918
VIL025701,0.2529,0.2163,-0.0366,0.0366
VIL025702,0.6011,0.7421,0.141,0.141
VIL025703,0.3548,0.3186,-0.0362,0.0362
VIL025704,0.28,0.4168,0.1367,0.1367
VIL025705,0.7039,0.6984,-0.0055,0.0055
VIL025706,0.5778,0.6192,0.0415,0.0415
VIL025707,0.2127,0.3473,0.1346,0.1346
VIL025708,0.3724,0.4181,0.0457,0.0457
VIL025709,0.6255,0.6349,0.0094,0.0094
VIL025710,0.6588,0.6323,-0.0266,0.0266
VIL025711,0.6671,0.7032,0.0361,0.0361
VIL025712,0.7008,0.9,0.1992,0.1992
VIL025713,0.6697,0.6315,-0.0382,0.0382
VIL025714,0.2976,0.4556,0.158,0.158
VIL025715,0.5856,0.5414,-0.0441,0.0441
VIL025716,0.7378,0.6706,-0.0672,0.0672
VIL025717,0.4845,0.4772,-0.0073,0.0073
VIL025718,0.2624,0.3484,0.086,0.086
VIL025719,0.3303,0.246,-0.0843,0.0843
VIL025720,0.4011,0.4309,0.0298,0.0298
VIL025721,0.2763,0.4191,0.1428,0.1428
VIL025722,0.6311,0.6407,0.0096,0.0096
VIL025723,0.7353,0.7658,0.0304,0.0304
VIL025724,0.2109,0.2377,0.0268,0.0268
VIL025725,0.2311,0.2287,-0.0024,0.0024
VIL025726,0.7096,0.7229,0.0133,0.0133
VIL025727,0.2646,0.4257,0.1611,0.1611
VIL025728,0.3177,0.2811,-0.0366,0.0366
VIL025729,0.5718,0.4942,-0.0776,0.0776
VIL025730,0.2445,0.2296,-0.0149,0.0149
VIL025731,0.2359,0.2382,0.0023,0.0023
VIL025732,0.5141,0.4914,-0.0227,0.0227
VIL025733,0.3701,0.3108,-0.0593,0.0593
VIL025734,0.5866,0.5882,0.0015,0.0015
VIL025735,0.3401,0.3128,-0.0273,0.0273
VIL025736,0.3363,0.3468,0.0105,0.0105
VIL025737,0.6139,0.7034,0.0896,0.0896
VIL025738,0.288,0.1249,-0.163,0.163
VIL025739,0.381,0.4024,0.0214,0.0214
VIL025740,0.4493,0.5415,0.0921,0.0921
VIL025741,0.7052,0.7771,0.0719,0.0719
VIL025742,0.3859,0.2409,-0.145,0.145
VIL025743,0.4458,0.4987,0.0529,0.0529
VIL025744,0.5698,0.4358,-0.134,0.134
VIL025745,0.6101,0.7106,0.1005,0.1005
VIL025746,0.4616,0.4986,0.037,0.037
VIL025747,0.4358,0.4956,0.0598,0.0598
VIL025748,0.6883,0.7388,0.0505,0.0505
VIL025749,0.6295,0.6804,0.0508,0.0508
VIL025750,0.526,0.5966,0.0706,0.0706
VIL025751,0.7076,0.7184,0.0108,0.0108
VIL025752,0.4377,0.5142,0.0765,0.0765
VIL025753,0.3836,0.3984,0.0148,0.0148
VIL025754,0.4898,0.5193,0.0294,0.0294
VIL025755,0.6551,0.5433,-0.1118,0.1118
VIL025756,0.5223,0.4776,-0.0447,0.0447
VIL025757,0.5537,0.4382,-0.1156,0.1156
VIL025758,0.6152,0.6585,0.0433,0.0433
VIL025759,0.7051,0.6794,-0.0258,0.0258
VIL025760,0.2689,0.2616,-0.0072,0.0072
VIL025761,0.3453,0.4262,0.0809,0.0809
VIL025762,0.3967,0.5061,0.1094,0.1094
VIL025763,0.4535,0.6201,0.1665,0.1665
VIL025764,0.283,0.2444,-0.0386,0.0386
VIL025765,0.7392,0.7954,0.0562,0.0562
VIL025766,0.3729,0.4663,0.0934,0.0934
VIL025767,0.3039,0.3768,0.0729,0.0729
VIL025768,0.6258,0.5621,-0.0637,0.0637
VIL025769,0.2191,0.34,0.1209,0.1209
VIL025770,0.4638,0.5241,0.0603,0.0603
VIL025771,0.7492,0.7914,0.0422,0.0422
VIL025772,0.4582,0.5143,0.0561,0.0561
VIL025773,0.5232,0.4894,-0.0338,0.0338
VIL025774,0.7318,0.7849,0.0531,0.0531
VIL025775,0.3914,0.3758,-0.0155,0.0155
VIL025776,0.2408,0.3146,0.0737,0.0737
VIL025777,0.2465,0.3135,0.067,0.067
VIL025778,0.3101,0.2414,-0.0687,0.0687
VIL025779,0.5148,0.4373,-0.0775,0.0775
VIL025780,0.3983,0.4911,0.0929,0.0929
VIL025781,0.6184,0.7438,0.1254,0.1254
VIL025782,0.5603,0.6287,0.0684,0.0684
VIL025783,0.4634,0.3993,-0.0641,0.0641
VIL025784,0.3754,0.4408,0.0655,0.0655
VIL025785,0.3481,0.4218,0.0736,0.0736
VIL025786,0.452,0.5216,0.0697,0.0697
VIL025787,0.5803,0.6523,0.072,0.072
VIL025788,0.3465,0.49,0.1435,0.1435
VIL025789,0.7048,0.5669,-0.138,0.138
VIL025790,0.445,0.2824,-0.1626,0.1626
VIL025791,0.5729,0.6335,0.0605,0.0605
VIL025792,0.3639,0.3173,-0.0466,0.0466
VIL025793,0.3771,0.4655,0.0884,0.0884
VIL025794,0.5313,0.4983,-0.0329,0.0329
VIL025795,0.6785,0.8497,0.1712,0.1712
VIL025796,0.2817,0.2434,-0.0383,0.0383
VIL025797,0.6191,0.6809,0.0618,0.0618
VIL025798,0.2792,0.3529,0.0737,0.0737
VIL025799,0.6661,0.5459,-0.1203,0.1203
VIL025800,0.3052,0.5257,0.2206,0.2206
VIL025801,0.5245,0.442,-0.0825,0.0825
VIL025802,0.5125,0.3732,-0.1394,0.1394
VIL025803,0.5479,0.6015,0.0536,0.0536
VIL025804,0.6167,0.6482,0.0315,0.0315
VIL025805,0.7284,0.7689,0.0404,0.0404
VIL025806,0.2755,0.347,0.0715,0.0715
VIL025807,0.4027,0.448,0.0454,0.0454
VIL025808,0.7266,0.7467,0.0201,0.0201
VIL025809,0.4053,0.3019,-0.1034,0.1034
VIL025810,0.258,0.1774,-0.0805,0.0805
VIL025811,0.2374,0.372,0.1346,0.1346
VIL025812,0.3758,0.4456,0.0698,0.0698
VIL025813,0.3961,0.4294,0.0333,0.0333
VIL025814,0.2862,0.3216,0.0354,0.0354
VIL025815,0.3864,0.5501,0.1638,0.1638
VIL025816,0.6145,0.6068,-0.0077,0.0077
VIL025817,0.6421,0.5676,-0.0744,0.0744
VIL025818,0.4187,0.3805,-0.0382,0.0382
VIL025819,0.3122,0.2442,-0.068,0.068
VIL025820,0.2987,0.5112,0.2125,0.2125
VIL025821,0.7099,0.708,-0.0019,0.0019
VIL025822,0.3774,0.5175,0.1401,0.1401
VIL025823,0.3496,0.3295,-0.0202,0.0202
VIL025824,0.5007,0.592,0.0913,0.0913
VIL025825,0.6134,0.5748,-0.0387,0.0387
VIL025826,0.2785,0.2484,-0.0301,0.0301
VIL025827,0.5903,0.5823,-0.008,0.008
VIL025828,0.3893,0.2907,-0.0986,0.0986
VIL025829,0.4195,0.289,-0.1306,0.1306
VIL025830,0.4938,0.548,0.0542,0.0542
VIL025831,0.2486,0.2776,0.0291,0.0291
VIL025832,0.5789,0.6147,0.0359,0.0359
VIL025833,0.6262,0.6385,0.0123,0.0123
VIL025834,0.7333,0.7909,0.0575,0.0575
VIL025835,0.3618,0.2989,-0.0629,0.0629
VIL025836,0.6765,0.6912,0.0148,0.0148
VIL025837,0.6059,0.6858,0.0799,0.0799
VIL025838,0.4348,0.519,0.0842,0.0842
VIL025839,0.3553,0.3631,0.0078,0.0078
VIL025840,0.6543,0.7497,0.0954,0.0954
VIL025841,0.7369,0.748,0.0111,0.0111
VIL025842,0.2084,0.2362,0.0278,0.0278
VIL025843,0.5596,0.669,0.1094,0.1094
VIL025844,0.5887,0.6517,0.063,0.063
VIL025845,0.2261,0.2609,0.0348,0.0348
VIL025846,0.3601,0.5704,0.2103,0.2103
VIL025847,0.5713,0.5351,-0.0362,0.0362
VIL025848,0.5444,0.4854,-0.059,0.059
VIL025849,0.7258,0.6974,-0.0284,0.0284
VIL025850,0.6944,0.6657,-0.0287,0.0287
VIL025851,0.7345,0.7234,-0.0111,0.0111
VIL025852,0.7075,0.8208,0.1134,0.1134
VIL025853,0.5283,0.4236,-0.1047,0.1047
VIL025854,0.5348,0.5037,-0.0311,0.0311
VIL025855,0.2986,0.403,0.1044,0.1044
VIL025856,0.542,0.68,0.138,0.138
VIL025857,0.6093,0.6885,0.0793,0.0793
VIL025858,0.7479,0.6913,-0.0566,0.0566
VIL025859,0.2993,0.1688,-0.1305,0.1305
VIL025860,0.4979,0.4662,-0.0317,0.0317
VIL025861,0.5804,0.7009,0.1204,0.1204
VIL025862,0.4845,0.6228,0.1383,0.1383
VIL025863,0.3337,0.3764,0.0427,0.0427
VIL025864,0.5093,0.4088,-0.1005,0.1005
VIL025865,0.622,0.6539,0.032,0.032
VIL025866,0.5875,0.6575,0.07,0.07
VIL025867,0.3086,0.3099,0.0013,0.0013
VIL025868,0.3504,0.3406,-0.0097,0.0097
VIL025869,0.4374,0.5589,0.1215,0.1215
VIL025870,0.5059,0.5264,0.0204,0.0204
VIL025871,0.3878,0.3609,-0.027,0.027
VIL025872,0.4006,0.2118,-0.1888,0.1888
VIL025873,0.5502,0.6078,0.0576,0.0576
VIL025874,0.7281,0.8689,0.1409,0.1409
VIL025875,0.4642,0.6158,0.1516,0.1516
VIL025876,0.5716,0.516,-0.0556,0.0556
VIL025877,0.3895,0.5145,0.125,0.125
VIL025878,0.5727,0.6185,0.0458,0.0458
VIL025879,0.5841,0.5277,-0.0564,0.0564
VIL025880,0.6036,0.7193,0.1157,0.1157
VIL025881,0.4324,0.4267,-0.0058,0.0058
VIL025882,0.2658,0.2496,-0.0162,0.0162
VIL025883,0.7004,0.7665,0.0661,0.0661
VIL025884,0.5633,0.6075,0.0442,0.0442
VIL025885,0.5895,0.5995,0.01,0.01
VIL025886,0.3433,0.3669,0.0236,0.0236
VIL025887,0.2932,0.3671,0.0739,0.0739
VIL025888,0.4021,0.5207,0.1186,0.1186
VIL025889,0.7364,0.8456,0.1092,0.1092
VIL025890,0.6079,0.6507,0.0428,0.0428
VIL025891,0.3309,0.2745,-0.0564,0.0564
VIL025892,0.4409,0.372,-0.0689,0.0689
VIL025893,0.3157,0.2957,-0.02,0.02
VIL025894,0.3832,0.3034,-0.0797,0.0797
VIL025895,0.6909,0.7065,0.0156,0.0156
VIL025896,0.6682,0.6499,-0.0183,0.0183
VIL025897,0.5231,0.6003,0.0772,0.0772
VIL025898,0.5189,0.4991,-0.0198,0.0198
VIL025899,0.2228,0.2201,-0.0027,0.0027
VIL025900,0.7031,0.6699,-0.0332,0.0332
VIL025901,0.5381,0.596,0.0579,0.0579
VIL025902,0.5282,0.5179,-0.0104,0.0104
VIL025903,0.4687,0.5132,0.0445,0.0445
VIL025904,0.4062,0.4601,0.0538,0.0538
VIL025905,0.7232,0.7977,0.0745,0.0745
VIL025906,0.2777,0.2977,0.02,0.02
VIL025907,0.3469,0.4113,0.0644,0.0644
VIL025908,0.3126,0.4048,0.0921,0.0921
VIL025909,0.4302,0.4882,0.058,0.058
VIL025910,0.2382,0.2172,-0.021,0.021
VIL025911,0.4298,0.3451,-0.0846,0.0846
VIL025912,0.6178,0.5387,-0.0791,0.0791
VIL025913,0.3629,0.3637,0.0008,0.0008
VIL025914,0.4412,0.4547,0.0135,0.0135
VIL025915,0.4105,0.5202,0.1096,0.1096
VIL025916,0.514,0.6229,0.1089,0.1089
VIL025917,0.4157,0.3887,-0.027,0.027
VIL025918,0.3419,0.3287,-0.0132,0.0132
VIL025919,0.7134,0.7453,0.0319,0.0319
VIL025920,0.2196,0.3246,0.105,0.105
VIL025921,0.2938,0.2647,-0.0291,0.0291
VIL025922,0.2309,0.3589,0.128,0.128
VIL025923,0.6696,0.7701,0.1005,0.1005
VIL025924,0.3484,0.2587,-0.0897,0.0897
VIL025925,0.6007,0.6428,0.0421,0.0421
VIL025926,0.7391,0.9,0.1609,0.1609
VIL025927,0.5019,0.6368,0.1349,0.1349
VIL025928,0.7197,0.7372,0.0175,0.0175
VIL025929,0.727,0.7225,-0.0045,0.0045
VIL025930,0.4395,0.4914,0.0519,0.0519
VIL025931,0.2336,0.3316,0.098,0.098
VIL025932,0.3931,0.4216,0.0284,0.0284
VIL025933,0.723,0.8766,0.1536,0.1536
VIL025934,0.5825,0.5247,-0.0578,0.0578
VIL025935,0.6562,0.6931,0.0369,0.0369
VIL025936,0.2236,0.0255,-0.1981,0.1981
VIL025937,0.3902,0.3213,-0.069,0.069
VIL025938,0.5301,0.5081,-0.022,0.022
VIL025939,0.5021,0.5877,0.0855,0.0855
VIL025940,0.3926,0.3857,-0.0069,0.0069
VIL025941,0.2294,0.2544,0.025,0.025
VIL025942,0.3388,0.3654,0.0265,0.0265
VIL025943,0.3583,0.3196,-0.0387,0.0387
VIL025944,0.2449,0.3578,0.1129,0.1129
VIL025945,0.4184,0.4904,0.072,0.072
VIL025946,0.34,0.1738,-0.1662,0.1662
VIL025947,0.2843,0.3135,0.0292,0.0292
VIL025948,0.5281,0.4973,-0.0308,0.0308
VIL025949,0.5711,0.535,-0.0361,0.0361
VIL025950,0.7069,0.7237,0.0168,0.0168
VIL025951,0.2038,0.2174,0.0136,0.0136
VIL025952,0.7277,0.697,-0.0308,0.0308
VIL025953,0.7196,0.7956,0.0759,0.0759
VIL025954,0.5641,0.5386,-0.0255,0.0255
VIL025955,0.6765,0.7409,0.0644,0.0644
VIL025956,0.2208,0.2639,0.0432,0.0432
VIL025957,0.5557,0.4439,-0.1118,0.1118
VIL025958,0.6395,0.5774,-0.0621,0.0621
VIL025959,0.266,0.286,0.0199,0.0199
VIL025960,0.6031,0.5797,-0.0234,0.0234
VIL025961,0.2893,0.3303,0.041,0.041
VIL025962,0.6027,0.7075,0.1048,0.1048
VIL025963,0.3695,0.4267,0.0572,0.0572
VIL025964,0.4065,0.5352,0.1288,0.1288
VIL025965,0.5917,0.6215,0.0298,0.0298
VIL025966,0.687,0.7986,0.1116,0.1116
VIL025967,0.5379,0.6611,0.1232,0.1232
VIL025968,0.3084,0.2886,-0.0197,0.0197
VIL025969,0.388,0.3867,-0.0014,0.0014
VIL025970,0.5552,0.5839,0.0287,0.0287
VIL025971,0.721,0.7094,-0.0116,0.0116
VIL025972,0.6247,0.6467,0.022,0.022
VIL025973,0.4359,0.4108,-0.0251,0.0251
VIL025974,0.2055,0.374,0.1685,0.1685
VIL025975,0.3457,0.1288,-0.2169,0.2169
VIL025976,0.5257,0.5443,0.0186,0.0186
VIL025977,0.6913,0.5893,-0.102,0.102
VIL025978,0.4666,0.4192,-0.0474,0.0474
VIL025979,0.6016,0.5839,-0.0176,0.0176
VIL025980,0.2664,0.3722,0.1058,0.1058
VIL025981,0.3597,0.4854,0.1257,0.1257
VIL025982,0.2953,0.4515,0.1562,0.1562
VIL025983,0.4176,0.4059,-0.0117,0.0117
VIL025984,0.6959,0.8336,0.1377,0.1377
VIL025985,0.5995,0.5978,-0.0017,0.0017
VIL025986,0.2305,0.275,0.0445,0.0445
VIL025987,0.57,0.6501,0.0801,0.0801
VIL025988,0.2595,0.3059,0.0464,0.0464
VIL025989,0.4408,0.3504,-0.0904,0.0904
VIL025990,0.2821,0.2655,-0.0166,0.0166
VIL025991,0.5819,0.5546,-0.0273,0.0273
VIL025992,0.3219,0.4048,0.0829,0.0829
VIL025993,0.5301,0.4425,-0.0876,0.0876
VIL025994,0.3232,0.2904,-0.0328,0.0328
VIL025995,0.535,0.5051,-0.0299,0.0299
VIL025996,0.5723,0.5046,-0.0676,0.0676
VIL025997,0.5817,0.5138,-0.0679,0.0679
VIL025998,0.581,0.4741,-0.107,0.107
VIL025999,0.5876,0.5309,-0.0566,0.0566
VIL026000,0.5654,0.6244,0.059,0.059
VIL026001,0.2846,0.2674,-0.0173,0.0173
VIL026002,0.6145,0.5451,-0.0694,0.0694
VIL026003,0.4282,0.4119,-0.0163,0.0163
VIL026004,0.3227,0.2062,-0.1165,0.1165
VIL026005,0.6671,0.6837,0.0166,0.0166
VIL026006,0.6313,0.5494,-0.082,0.082
VIL026007,0.392,0.5007,0.1087,0.1087
VIL026008,0.7179,0.8008,0.0829,0.0829
VIL026009,0.2793,0.2608,-0.0185,0.0185
VIL026010,0.3894,0.3138,-0.0756,0.0756
VIL026011,0.2642,0.3156,0.0514,0.0514
VIL026012,0.6135,0.6013,-0.0121,0.0121
VIL026013,0.2103,0.2106,0.0003,0.0003
VIL026014,0.2952,0.2983,0.0031,0.0031
VIL026015,0.4684,0.5118,0.0434,0.0434
VIL026016,0.2171,0.2559,0.0388,0.0388
VIL026017,0.2303,0.198,-0.0323,0.0323
VIL026018,0.6816,0.7738,0.0922,0.0922
VIL026019,0.2844,0.3124,0.028,0.028
VIL026020,0.6102,0.5906,-0.0196,0.0196
VIL026021,0.7133,0.6529,-0.0605,0.0605
VIL026022,0.736,0.7098,-0.0262,0.0262
VIL026023,0.3335,0.2158,-0.1177,0.1177
VIL026024,0.2166,0.2565,0.0399,0.0399
VIL026025,0.3429,0.3872,0.0443,0.0443
VIL026026,0.7156,0.6388,-0.0768,0.0768
VIL026027,0.6066,0.6254,0.0188,0.0188
VIL026028,0.4928,0.4487,-0.0441,0.0441
VIL026029,0.3857,0.4415,0.0558,0.0558
VIL026030,0.2197,0.1213,-0.0984,0.0984
VIL026031,0.4188,0.3233,-0.0955,0.0955
VIL026032,0.6007,0.8262,0.2255,0.2255
VIL026033,0.6921,0.6727,-0.0194,0.0194
VIL026034,0.2802,0.2902,0.01,0.01
VIL026035,0.458,0.423,-0.035,0.035
VIL026036,0.3111,0.2316,-0.0794,0.0794
VIL026037,0.4994,0.3849,-0.1145,0.1145
VIL026038,0.3403,0.1944,-0.1459,0.1459
VIL026039,0.3487,0.4324,0.0837,0.0837
VIL026040,0.4894,0.5725,0.0831,0.0831
VIL026041,0.6911,0.6619,-0.0292,0.0292
VIL026042,0.5819,0.616,0.0341,0.0341
VIL026043,0.5556,0.5876,0.0321,0.0321
VIL026044,0.2486,0.2731,0.0245,0.0245
VIL026045,0.4791,0.6134,0.1342,0.1342
VIL026046,0.7187,0.7754,0.0568,0.0568
VIL026047,0.3456,0.2729,-0.0727,0.0727
VIL026048,0.5735,0.5544,-0.0191,0.0191
VIL026049,0.5899,0.612,0.0221,0.0221
VIL026050,0.6688,0.6194,-0.0494,0.0494
VIL026051,0.4466,0.4088,-0.0378,0.0378
VIL026052,0.535,0.5706,0.0356,0.0356
VIL026053,0.4976,0.5346,0.037,0.037
VIL026054,0.2987,0.2931,-0.0056,0.0056
VIL026055,0.5818,0.656,0.0742,0.0742
VIL026056,0.2143,0.2915,0.0772,0.0772
VIL026057,0.5958,0.6509,0.0551,0.0551
VIL026058,0.3169,0.2984,-0.0184,0.0184
VIL026059,0.4035,0.4375,0.034,0.034
VIL026060,0.37,0.512,0.142,0.142
VIL026061,0.5857,0.526,-0.0597,0.0597
VIL026062,0.6218,0.5908,-0.031,0.031
VIL026063,0.4813,0.5083,0.027,0.027
VIL026064,0.7403,0.7872,0.0469,0.0469
VIL026065,0.5522,0.6472,0.0951,0.0951
VIL026066,0.4813,0.4018,-0.0795,0.0795
VIL026067,0.66,0.6832,0.0231,0.0231
VIL026068,0.2689,0.3529,0.084,0.084
VIL026069,0.6837,0.6693,-0.0144,0.0144
VIL026070,0.6983,0.6996,0.0014,0.0014
VIL026071,0.3978,0.4493,0.0515,0.0515
VIL026072,0.5669,0.4904,-0.0765,0.0765
VIL026073,0.4981,0.5518,0.0537,0.0537
VIL026074,0.3401,0.3653,0.0252,0.0252
VIL026075,0.2225,0.2245,0.0021,0.0021
VIL026076,0.5906,0.6164,0.0259,0.0259
VIL026077,0.5914,0.5927,0.0013,0.0013
VIL026078,0.375,0.2335,-0.1415,0.1415
VIL026079,0.2725,0.1452,-0.1273,0.1273
VIL026080,0.5203,0.5212,0.0008,0.0008
VIL026081,0.6482,0.6465,-0.0016,0.0016
VIL026082,0.4374,0.4566,0.0192,0.0192
VIL026083,0.5988,0.6223,0.0235,0.0235
VIL026084,0.6486,0.6299,-0.0186,0.0186
VIL026085,0.4862,0.4663,-0.0198,0.0198
VIL026086,0.2344,0.2886,0.0542,0.0542
VIL026087,0.2787,0.1987,-0.08,0.08
VIL026088,0.453,0.5626,0.1097,0.1097
VIL026089,0.3613,0.413,0.0517,0.0517
VIL026090,0.5381,0.4,-0.1381,0.1381
VIL026091,0.3291,0.3719,0.0428,0.0428
VIL026092,0.401,0.5066,0.1056,0.1056
VIL026093,0.4536,0.5703,0.1167,0.1167
VIL026094,0.4364,0.4667,0.0303,0.0303
VIL026095,0.4236,0.3791,-0.0445,0.0445
VIL026096,0.3778,0.409,0.0313,0.0313
VIL026097,0.2678,0.2712,0.0034,0.0034
VIL026098,0.6226,0.6756,0.053,0.053
VIL026099,0.517,0.4815,-0.0355,0.0355
VIL026100,0.2884,0.2796,-0.0088,0.0088
VIL026101,0.2433,0.2659,0.0226,0.0226
VIL026102,0.383,0.2811,-0.1019,0.1019
VIL026103,0.7327,0.7035,-0.0292,0.0292
VIL026104,0.3751,0.3753,0.0002,0.0002
VIL026105,0.343,0.373,0.0299,0.0299
VIL026106,0.4804,0.4849,0.0045,0.0045
VIL026107,0.6808,0.7407,0.06,0.06
VIL026108,0.675,0.7315,0.0565,0.0565
VIL026109,0.7139,0.7167,0.0028,0.0028
VIL026110,0.4317,0.4217,-0.01,0.01
VIL026111,0.579,0.5369,-0.0421,0.0421
VIL026112,0.6938,0.5847,-0.1091,0.1091
VIL026113,0.649,0.6164,-0.0326,0.0326
VIL026114,0.7237,0.7439,0.0202,0.0202
VIL026115,0.6896,0.6864,-0.0032,0.0032
VIL026116,0.2428,0.3017,0.0589,0.0589
VIL026117,0.7088,0.8234,0.1146,0.1146
VIL026118,0.2536,0.379,0.1254,0.1254
VIL026119,0.352,0.3208,-0.0312,0.0312
VIL026120,0.4971,0.4455,-0.0516,0.0516
VIL026121,0.2917,0.4604,0.1687,0.1687
VIL026122,0.4434,0.3535,-0.0899,0.0899
VIL026123,0.5683,0.7205,0.1522,0.1522
VIL026124,0.22,0.2428,0.0228,0.0228
VIL026125,0.296,0.2687,-0.0274,0.0274
VIL026126,0.6302,0.7475,0.1172,0.1172
VIL026127,0.3471,0.3711,0.024,0.024
VIL026128,0.4755,0.406,-0.0696,0.0696
VIL026129,0.2464,0.2578,0.0114,0.0114
VIL026130,0.63,0.5638,-0.0662,0.0662
VIL026131,0.5402,0.511,-0.0293,0.0293
VIL026132,0.6773,0.7119,0.0345,0.0345
VIL026133,0.343,0.4019,0.0589,0.0589
VIL026134,0.4552,0.4595,0.0043,0.0043
VIL026135,0.474,0.4483,-0.0258,0.0258
VIL026136,0.3311,0.3082,-0.023,0.023
VIL026137,0.3123,0.2862,-0.026,0.026
VIL026138,0.7276,0.5341,-0.1934,0.1934
VIL026139,0.3079,0.4099,0.102,0.102
VIL026140,0.4228,0.6086,0.1858,0.1858
VIL026141,0.2919,0.3251,0.0332,0.0332
VIL026142,0.3893,0.4616,0.0723,0.0723
VIL026143,0.4359,0.4883,0.0524,0.0524
VIL026144,0.2267,0.2037,-0.023,0.023
VIL026145,0.7039,0.7175,0.0135,0.0135
VIL026146,0.2097,0.3032,0.0936,0.0936
VIL026147,0.668,0.6362,-0.0317,0.0317
VIL026148,0.4458,0.4621,0.0163,0.0163
VIL026149,0.3887,0.3407,-0.048,0.048
VIL026150,0.3585,0.402,0.0435,0.0435
VIL026151,0.4105,0.3645,-0.046,0.046
VIL026152,0.6693,0.7284,0.0591,0.0591
VIL026153,0.7289,0.7326,0.0037,0.0037
VIL026154,0.6906,0.6272,-0.0634,0.0634
VIL026155,0.2211,0.0962,-0.1249,0.1249
VIL026156,0.4718,0.4741,0.0023,0.0023
VIL026157,0.5758,0.7445,0.1687,0.1687
VIL026158,0.7185,0.8787,0.1602,0.1602
VIL026159,0.2535,0.5309,0.2774,0.2774
VIL026160,0.2663,0.2277,-0.0387,0.0387
VIL026161,0.5495,0.6781,0.1286,0.1286
VIL026162,0.629,0.6782,0.0492,0.0492
VIL026163,0.704,0.8889,0.1849,0.1849
VIL026164,0.71,0.7879,0.0779,0.0779
VIL026165,0.5894,0.6268,0.0374,0.0374
VIL026166,0.7042,0.7825,0.0784,0.0784
VIL026167,0.5864,0.7579,0.1715,0.1715
VIL026168,0.6032,0.6887,0.0855,0.0855
VIL026169,0.2482,0.2378,-0.0103,0.0103
VIL026170,0.7179,0.8819,0.164,0.164
VIL026171,0.2316,0.2674,0.0358,0.0358
VIL026172,0.5361,0.4152,-0.1209,0.1209
VIL026173,0.4732,0.4285,-0.0448,0.0448
VIL026174,0.4526,0.4977,0.0451,0.0451
VIL026175,0.3754,0.5944,0.219,0.219
VIL026176,0.5293,0.5537,0.0244,0.0244
VIL026177,0.6251,0.601,-0.0241,0.0241
VIL026178,0.3198,0.3369,0.0172,0.0172
VIL026179,0.6072,0.6749,0.0676,0.0676
VIL026180,0.6188,0.6395,0.0207,0.0207
VIL026181,0.2626,0.2958,0.0332,0.0332
VIL026182,0.5487,0.5213,-0.0274,0.0274
VIL026183,0.2602,0.4012,0.1411,0.1411
